KDJ,KabKot,Region,Province,Regency_Ci,District_name,sat_2019,sat_2020,gdp_2019,gdp_2020
3516,Kabupaten Mojokerto,Java -Bali,East Java,Regency,Mojokerto,21712.20855,21835.72925,58467,57818
5103,Kabupaten Badung,Java -Bali,Bali,Regency,Badung,10376.76591,7711.970807,37325,31160
3209,Kabupaten Cirebon,Java -Bali,West Java,Regency,Cirebon,13508.08882,13123.76022,33668,33304
3213,Kabupaten Subang,Java -Bali,West Java,Regency,Subang,13137.73963,14320.23664,28617,28252
1275,Kota Medan,Sumatera,North Sumatera,Capital City,Medan,30527.00385,23374.51265,156781,153670
7325,Kabupaten Luwu Timur,Sulawesi,South Sulawesi,Regency,Luwu Timur,2776.960575,5921.966949,16023,16257
1507,Kabupaten Tanjung Jabung Barat,Sumatera,Jambi,Regency,Tanjung Jabung Barat,10211.94882,7393.009494,30745,30549
3276,Kota Depok,Java -Bali,West Java,City,Depok,14303.9258,14028.01159,49077,48132
7371,Kota Makassar,Sulawesi,South Sulawesi,Capital City,Makassar,15258.75691,13635.26672,122466,120906
3173,Kota Jakarta Pusat,Java -Bali,Jakarta,City,Jakarta Pusat,11117.19703,11131.6125,452519,449615
3514,Kabupaten Pasuruan,Java -Bali,East Java,Regency,Pasuruan,15200.00154,15053.86499,105289,103153
3509,Kabupaten Jember,Java -Bali,East Java,Regency,Jember,16919.09449,17617.57531,54200,52587
1605,Kabupaten Musi Rawas,Sumatera,South Sumatera,Regency,Musi Rawas,4221.370483,2674.666038,13681,13714
3674,Kota Tangerang Selatan,Java -Bali,Banten,City,Tangerang Selatan,15971.69002,15896.90035,60145,59537
1603,Kabupaten Muara Enim,Sumatera,South Sumatera,Regency,Muara Enim,8313.748668,8359.094553,41582,41595
3204,Kabupaten Bandung,Java -Bali,West Java,Regency,Bandung,16525.15454,16623.9788,82373,80829
3507,Kabupaten Malang,Java -Bali,East Java,Regency,Malang,17608.49931,17962.47395,68380,66545
3273,Kota Bandung,Java -Bali,West Java,Capital City,Bandung,12827.69388,12592.34632,197643,193145
1606,Kabupaten Musi Banyuasin,Sumatera,South Sumatera,Regency,Musi Banyuasin,11425.23155,8065.618603,44620,44605
1671,Kota Palembang,Sumatera,South Sumatera,Capital City,Palembang,17780.48798,16872.88543,104308,104043
3671,Kota Tangerang,Java -Bali,Banten,City,Tangerang,21378.76076,19453.81249,110593,102942
3374,Kota Semarang,Java -Bali,Central Java,Capital City,Semarang,20058.38916,17597.78475,140209,137951
3275,Kota Bekasi,Java -Bali,West Java,City,Bekasi,23155.78711,22278.81272,69409,67638
3525,Kabupaten Gresik,Java -Bali,East Java,Regency,Gresik,20034.30522,19991.3433,101347,97617
3215,Kabupaten Karawang,Java -Bali,West Java,Regency,Karawang,31476.46972,28934.14285,163732,157850
3174,Kota Jakarta Barat,Java -Bali,Jakarta,City,Jakarta Barat,19429.94498,17563.89483,318892,316204
2171,Kota Batam,Sumatera,Riau Islands,City,Batam,22158.3623,22161.74881,108800,106030
3171,Kota Jakarta Selatan,Java -Bali,Jakarta,City,Jakarta Selatan,21369.91255,18978.59423,421291,419330
3175,Kota Jakarta Utara,Java -Bali,Jakarta,City,Jakarta Utara,23333.24976,21832.12775,332844,312332
3172,Kota Jakarta Timur,Java -Bali,Jakarta,City,Jakarta Timur,23277.88858,21811.98936,313551,299705
6403,Kabupaten Kutai Kartanegara,Kalimantan,East Kalimantan,Regency,Kutai Kartanegara,27610.96825,24063.85114,126160,120557
3603,Kabupaten Tangerang,Java -Bali,Banten,Regency,Tangerang,38881.16705,37519.99946,97142,93545
3515,Kabupaten Sidoarjo,Java -Bali,East Java,Regency,Sidoarjo,28341.58463,27835.63852,140493,135305
3201,Kabupaten Bogor,Java -Bali,West Java,Regency,Bogor,41225.98991,38374.66132,156868,154097
3523,Kabupaten Tuban,Java -Bali,East Java,Regency,Tuban,12923.74358,13286.74616,45356,42705
3216,Kabupaten Bekasi,Java -Bali,West Java,Regency,Bekasi,49123.86823,45406.262,251493,243195
3212,Kabupaten Indramayu,Java -Bali,West Java,Regency,Indramayu,15604.74848,14461.72057,60153,59200
3578,Kota Surabaya,Java -Bali,East Java,Capital City,Surabaya,39552.39439,40099.76497,410879,390936
